receiver_upi,receiver_txn_count_24h_mean,receiver_txn_count_24h_max,receiver_amount_sum_24h_mean,receiver_amount_sum_24h_max
merch37126@ybl,17.952380952380953,34,362713.1347619048,923594.12
merch37136@paytm,15.5,31,157094.42888888888,395074.89
merch37153@oksbi,18.043478260869566,40,213092.25260869568,497417.62
merch37163@oksbi,15.125,31,58718.79333333333,142606.19
merch37171@paytm,21.06896551724138,39,183879.54172413793,438322.56999999983
merch37176@paytm,12.291666666666666,26,71771.3875,154609.02
merch37180@oksbi,18.0,32,314448.255,422964.62
merch37180@paytm,21.137931034482758,42,209442.62655172413,610817.54
merch37181@ybl,14.5,29,187533.049,363595.66
merch37182@okhdfcbank,17.75,32,122499.07458333333,209646.88
merch37214@okicici,16.88888888888889,34,206286.37444444446,427590.93000000005
merch37230@paytm,16.608695652173914,36,101013.03,204530.32
merch37244@okicici,16.82608695652174,32,342513.6952173913,566667.4500000001
merch37253@axl,16.44,33,136498.738,361547.36
merch37281@axl,15.909090909090908,30,230055.27545454548,355587.22000000003
merch37308@ybl,15.095238095238095,28,311257.14666666667,498134.2
merch37317@ybl,14.555555555555555,33,105138.64666666667,250561.15
merch37343@paytm,17.925925925925927,36,183026.6822222222,374036.93
merch37345@oksbi,15.409090909090908,28,59802.762272727276,161973.69
merch37366@ybl,19.53125,38,268645.488125,476426.6899999999
merch37368@axl,19.25,38,146786.37656250002,428373.76000000007
merch37368@oksbi,21.766666666666666,43,297225.72633333335,582264.29
merch37370@axl,17.304347826086957,32,48936.36608695652,93158.32
merch37375@paytm,18.413793103448278,40,26529.56344827586,93706.91
merch37415@paytm,15.347826086956522,30,97172.78,176262.96
merch37417@oksbi,22.0,42,325543.0807142857,696832.4600000001
merch37432@paytm,24.818181818181817,47,528046.9972727273,826237.9499999998
merch37451@okicici,21.25,43,250884.375,525329.78
merch37476@okhdfcbank,18.703703703703702,39,152918.00666666665,421687.76
merch37492@oksbi,15.941176470588236,31,57366.22647058824,90190.27
merch37498@paytm,21.7,40,152844.91999999998,214527.36
merch37509@okhdfcbank,18.458333333333332,35,64297.75166666667,175663.58000000002
merch37523@axl,12.947368421052632,25,123578.33789473683,171837.56999999998
merch37524@axl,17.32,34,178294.81160000002,423654.98
merch37527@axl,15.6,31,386902.87760000007,826030.3000000002
merch37534@ybl,12.3125,26,394434.84750000003,661448.3500000001
merch37551@oksbi,15.423076923076923,30,43284.08807692308,109845.82
merch37583@oksbi,16.72,36,296576.6372,541733.6
merch37587@okhdfcbank,19.043478260869566,37,250266.34347826088,607624.91
merch37589@axl,13.681818181818182,25,56180.889090909084,158226.34
merch37622@axl,18.15625,36,135201.9496875,347304.80999999994
merch37640@okicici,18.652173913043477,36,236626.81826086956,396478.04
merch37641@okicici,18.166666666666668,37,88466.85291666666,192204.43
merch37660@okhdfcbank,23.414634146341463,49,96961.37097560975,303082.56
merch37660@okicici,16.65,30,90953.356,268340.23
merch37668@ybl,13.25,27,210653.69700000001,319224.71
merch37672@ybl,21.74074074074074,42,205789.2859259259,373272.86
merch37679@ybl,24.03125,44,473839.35156250006,826714.52
merch37680@ybl,16.074074074074073,33,549484.3400000001,966652.26
merch37681@axl,18.272727272727273,35,57462.94136363636,79510.34
merch37688@okhdfcbank,14.347826086956522,32,175612.94130434786,369848.83
merch37719@oksbi,17.17391304347826,35,252650.89565217393,611012.0700000001
merch37725@paytm,18.2,36,350101.51480000006,646194.87
merch37734@oksbi,13.75,31,255084.98500000002,635683.6899999998
merch37748@axl,19.23076923076923,34,440582.9865384615,712887.9
merch3775@ybl,20.928571428571427,42,286712.85071428574,512211.5899999999
merch37775@oksbi,15.952380952380953,30,126748.62476190476,353522.95
merch37784@okhdfcbank,15.0,30,137370.99080000003,299889.7700000001
merch37790@okhdfcbank,18.482758620689655,38,252195.96724137932,443625.65
merch37807@okicici,17.2,40,74626.79199999999,204818.57
merch37821@oksbi,19.23076923076923,37,39459.13461538462,109836.83999999998
merch37855@okicici,18.375,40,203310.16625,432252.21
merch37870@oksbi,16.952380952380953,33,222334.7838095238,472111.96
merch37881@okhdfcbank,15.4,28,79599.264,130417.42
merch37884@oksbi,23.678571428571427,43,541126.8585714286,967790.22
merch37894@okicici,17.53846153846154,36,436479.92576923076,965375.34
merch37895@okicici,10.833333333333334,24,109716.70555555556,202416.22000000003
merch37907@paytm,17.0,32,100614.4831818182,191382.14
merch3792@ybl,17.76923076923077,34,45133.80076923077,105924.37
merch3794@axl,15.666666666666666,31,329820.920952381,589749.3100000002
merch37972@axl,20.64,37,160594.2972,230915.14999999997
merch37973@okhdfcbank,14.136363636363637,32,99173.96,392873.69
merch37992@ybl,19.821428571428573,38,92984.2132142857,227188.87
merch38010@okhdfcbank,19.137931034482758,38,160903.73103448277,245335.91
merch3802@okhdfcbank,18.48148148148148,39,248346.88888888893,513869.0900000001
merch38049@ybl,19.333333333333332,36,215856.99958333335,592190.2599999999
merch38075@ybl,11.117647058823529,22,134791.4705882353,284538.24
merch38077@okhdfcbank,16.869565217391305,32,54094.062173913044,96630.28
merch38078@okhdfcbank,13.647058823529411,25,377587.84235294117,615718.74
merch38083@oksbi,19.806451612903224,39,100843.12709677419,200339.26
merch3808@okicici,18.96153846153846,37,247047.5153846154,421750.61
merch38096@okhdfcbank,15.4,31,134689.52000000002,209527.7800000001
merch38097@axl,16.26086956521739,31,163795.59,442410.04
merch38116@ybl,21.964285714285715,42,336711.8660714286,718499.2599999999
merch38117@okhdfcbank,16.53846153846154,32,79518.63500000001,202992.98000000004
merch38124@oksbi,22.454545454545453,42,196806.87,428014.93
merch38146@okicici,19.25,39,172967.453125,482865.41
merch38185@ybl,20.11764705882353,41,302128.46117647056,484817.58
merch38193@ybl,20.914285714285715,45,276384.11485714285,574787.7
merch38204@paytm,17.48,38,553334.5276,1024704.64
merch3821@okhdfcbank,17.73913043478261,32,68478.80956521738,124181.72
merch38242@paytm,17.55,35,146176.1315,417405.56
merch38282@ybl,22.323529411764707,43,483544.9785294118,724206.26
merch38304@axl,24.054054054054053,51,274987.82216216216,574304.56
merch38305@oksbi,19.714285714285715,38,175715.83357142858,283440.06000000006
merch38322@ybl,14.095238095238095,28,38579.03428571429,70077.96
merch38353@okhdfcbank,20.4,39,214351.12033333333,409386.0199999999
merch38355@okhdfcbank,15.619047619047619,29,62869.870952380945,158600.42999999996
merch38367@paytm,14.347826086956522,30,20505.75956521739,47434.91000000001
merch38371@ybl,19.93548387096774,42,45746.27225806451,186326.11
merch38377@paytm,16.391304347826086,33,153988.1439130435,319218.93999999994
merch38403@paytm,12.4,27,57095.65699999999,203495.11
merch38410@axl,14.526315789473685,30,47792.88526315789,129240.17
merch38429@oksbi,15.0,30,272043.62086956523,399670.74
merch38443@oksbi,17.333333333333332,40,82394.88814814815,261336.34
merch38462@oksbi,16.51851851851852,36,330658.49703703704,789288.72
merch38463@okicici,15.576923076923077,31,33437.43884615385,65337.8
merch38479@oksbi,14.88888888888889,30,262051.6422222222,381814.63
merch38487@okicici,10.76923076923077,21,90744.58153846154,175671.08
merch38489@paytm,21.6875,42,203537.39625000002,320345.78
merch38499@okhdfcbank,35.5,78,347818.8596551724,831612.8999999998
merch38538@okhdfcbank,16.56,34,193769.54599999997,317149.2799999999
merch3853@okhdfcbank,17.68,35,72664.3044,219011.95
merch38550@axl,22.413793103448278,44,165230.2648275862,296229.58
merch38555@okhdfcbank,17.952380952380953,32,150007.8823809524,280802.29000000004
merch38574@okhdfcbank,10.944444444444445,23,117425.88055555556,328327.2
merch38586@oksbi,21.685714285714287,44,200700.34028571425,401840.4799999999
merch38596@ybl,14.958333333333334,33,109033.11833333333,210643.91
merch38597@okicici,16.523809523809526,30,230620.24047619046,582677.4299999999
merch3860@oksbi,12.3,26,72867.6385,131248.50999999998
merch38622@okicici,17.0,36,203696.29499999998,434577.7
merch38632@ybl,20.25925925925926,40,297350.5522222222,619870.83
merch38664@oksbi,17.782608695652176,35,234559.41434782607,567984.36
merch3866@okhdfcbank,21.692307692307693,38,79238.95576923076,184214.58
merch38672@oksbi,17.925925925925927,36,397969.9103703704,511544.57
merch38677@ybl,16.125,31,210992.2404166667,286359.25
merch38682@okicici,14.476190476190476,27,105088.2238095238,202750.66
merch38690@paytm,19.433333333333334,41,201283.51833333334,576202.98
merch38693@okicici,17.88888888888889,34,67003.04703703703,207633.79
merch38693@oksbi,14.708333333333334,31,148788.62666666668,465537.09
merch38696@okicici,18.26086956521739,34,214481.7695652174,407643.29
merch38697@oksbi,17.17391304347826,31,283495.21130434785,444356.4
merch38739@paytm,16.96,33,163053.4784,298069.48000000004
merch38748@oksbi,18.083333333333332,33,204280.25625,286280.95
merch38756@okicici,19.44,36,359024.85400000005,668429.8200000001
merch38760@okhdfcbank,16.5,35,247617.50375000003,441406.69000000006
merch38780@axl,28.31578947368421,53,217038.8842105263,352929.56999999995
merch38790@okhdfcbank,17.5,36,184969.97416666665,483282.81
merch38814@oksbi,19.0,39,274847.29966666666,394882.83
merch38822@ybl,10.785714285714286,21,147424.3392857143,277396.47
merch38827@okhdfcbank,17.74074074074074,36,225150.93444444443,472741.2199999999
merch38830@okhdfcbank,14.26086956521739,27,58947.46391304347,119585.4
merch38832@paytm,10.6,20,82619.47733333333,199616.3
merch38850@oksbi,14.521739130434783,30,168021.82695652175,291677.62
merch38851@paytm,14.368421052631579,28,122884.43210526316,235154.02
merch38855@okhdfcbank,15.277777777777779,29,262961.65222222224,570473.1599999999
merch38869@axl,17.583333333333332,39,214037.69375,550200.0999999999
merch38869@paytm,17.03846153846154,32,219364.34423076923,496388.36
merch38886@okhdfcbank,14.36,30,181621.2964,337264.39
merch38918@paytm,19.38095238095238,36,197392.71000000002,636035.61
merch38921@paytm,12.947368421052632,27,159381.7947368421,392620.28
merch38930@axl,20.1,38,459448.2926666666,608579.0199999999
merch38956@oksbi,15.80952380952381,30,277046.7080952381,419933.03
merch38996@paytm,20.954545454545453,36,251804.4790909091,510949.0800000001
merch39002@paytm,15.588235294117647,30,118629.09352941177,204002.17
merch39015@oksbi,16.6875,32,190786.09249999997,325080.48
merch39038@oksbi,13.947368421052632,27,91555.51157894736,175088.84000000003
merch39046@axl,18.17391304347826,34,327223.09,640570.8699999999
merch39059@okicici,17.857142857142858,38,47057.82464285714,99345.47
merch39062@ybl,13.208333333333334,29,29895.447083333333,104105.85
merch39071@ybl,20.677419354838708,40,115325.09903225808,324294.07
merch39079@ybl,14.8,30,240982.029,321921.99000000005
merch39090@okhdfcbank,18.703703703703702,40,168828.7737037037,339715.17000000004
merch39092@oksbi,19.565217391304348,36,250384.99130434784,439308.33
merch39101@okhdfcbank,22.483870967741936,42,252119.42806451613,326740.87
merch39108@ybl,14.666666666666666,32,189297.50750000004,311454.41000000003
merch39130@axl,20.037037037037038,39,102888.50259259259,313788.92
merch39135@okicici,20.5,40,274805.7864285714,407527.47
merch39174@okhdfcbank,18.5,38,179712.82633333333,378363.44
merch39176@paytm,20.945945945945947,43,278293.0291891892,517422.8499999999
merch39187@axl,16.791666666666668,38,284864.3695833333,626205.5499999999
merch39196@paytm,14.0,29,64316.72181818181,121503.63999999998
merch39197@paytm,17.363636363636363,33,197008.23681818182,346918.47
merch3919@axl,15.2,31,113829.006,330060.37
merch39218@ybl,21.838709677419356,42,211809.2141935484,354731.1
merch39227@okicici,22.161290322580644,43,318304.01419354836,591832.79
merch39230@ybl,14.0,28,247870.08791666667,430917.64
merch39233@oksbi,13.625,30,323563.92625,472509.5500000001
merch39237@ybl,15.166666666666666,30,56177.54750000001,131437.23
merch39250@okhdfcbank,19.20689655172414,38,161496.3382758621,287201.37
merch3925@okicici,20.060606060606062,42,202337.80303030307,451840.03
merch39286@okicici,18.838709677419356,36,161250.63999999998,438960.38
merch39289@paytm,18.366666666666667,39,151250.87833333333,326481.22000000003
merch3928@axl,16.862068965517242,36,265542.4562068966,456625.95
merch39292@paytm,19.5625,43,400755.54812500003,637682.8099999999
merch39333@axl,20.153846153846153,39,193355.74038461538,395928.92
merch39345@axl,14.24,29,188558.0684,465353.89
merch39345@oksbi,15.0,29,119490.5959090909,185594.22
merch39349@okhdfcbank,13.157894736842104,27,65892.5210526316,313479.58
merch39379@okhdfcbank,22.757575757575758,43,250534.10727272727,460273.73
merch39384@paytm,17.08,36,158211.4108,250542.86
merch39397@axl,16.391304347826086,32,241676.18739130432,386242.68
merch39398@axl,20.88888888888889,40,434319.3644444444,728040.56
merch39400@paytm,18.59375,37,95721.5253125,192218.55
merch39418@paytm,18.666666666666668,38,144394.9948148148,239475.17
merch3944@oksbi,22.86842105263158,45,213093.21894736844,653208.56
merch39469@paytm,17.392857142857142,37,215240.49607142856,555121.39
merch39487@oksbi,19.291666666666668,35,239915.17833333334,511292.37
merch39491@ybl,19.391304347826086,38,226149.6934782609,377315.69000000006
merch39493@okicici,18.103448275862068,39,78811.17379310344,418552.22
merch39502@paytm,19.26923076923077,36,202129.09615384616,261073.5
merch39516@ybl,22.653846153846153,41,614416.5403846153,1006894.57
merch39526@ybl,20.555555555555557,37,198404.45888888888,571228.6
merch39533@oksbi,23.857142857142858,41,227330.76285714286,375200.1
merch3953@ybl,13.869565217391305,28,53107.53,140061.61
merch39549@okhdfcbank,18.72,35,237655.61440000002,411495.84
merch39560@okicici,17.142857142857142,33,285024.10238095233,445553.7899999999
merch39596@okicici,16.6,31,335102.262,632708.28
merch39623@axl,17.5,35,273737.2323076923,580281.1699999999
merch39623@oksbi,16.25,33,141068.5625,277531.86
merch39624@okhdfcbank,17.357142857142858,35,236902.49392857144,466552.73999999993
merch3963@okicici,22.941176470588236,48,141406.0355882353,295391.08
merch39653@paytm,19.041666666666668,38,297871.22500000003,521397.38
merch39655@axl,24.486486486486488,48,100324.24216216216,222289.66
merch39664@axl,15.210526315789474,30,123759.94263157896,243145.91
merch39669@oksbi,22.852941176470587,48,226197.17470588232,518618.9199999999
merch3966@ybl,21.033333333333335,44,160335.448,346330.1900000001
merch39692@oksbi,15.615384615384615,29,206217.11923076925,307332.07
merch39698@paytm,13.043478260869565,31,118055.03826086957,317417.99
merch39733@okhdfcbank,16.681818181818183,33,144660.39545454548,381109.59
merch39734@oksbi,19.967741935483872,39,207167.27677419354,398612.8599999999
merch39769@paytm,20.62962962962963,38,222464.9662962963,330310.71
merch3977@axl,21.48148148148148,41,179484.51592592592,405638.26
merch39785@okhdfcbank,17.178571428571427,37,263201.17,648247.4499999998
merch39798@okicici,15.130434782608695,28,130911.14304347824,303957.31999999995
merch39805@paytm,19.166666666666668,40,274100.373,567441.5900000001
merch39827@paytm,10.4,25,70788.57800000001,197813.6
merch39839@axl,18.677419354838708,38,239209.58967741937,504670.15
merch3985@oksbi,13.714285714285714,25,87085.69428571429,212791.08
merch39862@ybl,14.863636363636363,29,121354.80136363636,164220.84000000003
merch39886@oksbi,15.181818181818182,29,137140.64818181816,285447.05
merch3988@ybl,24.823529411764707,52,288921.6120588235,605163.5800000001
merch39892@paytm,14.0,31,35091.87960000001,75495.42000000003
merch39909@okicici,19.285714285714285,41,229332.68035714288,370993.43000000005
merch39912@oksbi,15.4,30,153004.579,282185.46
merch39921@oksbi,15.26086956521739,30,229735.51739130437,420191.4000000001
merch39930@axl,16.307692307692307,31,232164.59346153846,313486.2199999999
merch39938@okicici,15.642857142857142,32,235989.35821428572,594561.61
merch39973@paytm,13.0625,25,179725.469375,303660.72
merch40008@paytm,17.130434782608695,34,98569.72782608696,198334.68000000005
merch40023@okhdfcbank,17.875,34,129926.06624999999,359701.2
merch40038@ybl,19.346153846153847,37,192085.93115384618,430833.07
merch40042@paytm,15.0,30,202704.08904761905,382759.37
merch40044@paytm,18.296296296296298,39,446080.66518518515,745726.8699999998
merch4006@ybl,13.72,29,149998.65,370321.4
merch40095@ybl,20.142857142857142,44,441720.01800000004,709563.14
merch40097@paytm,16.25,30,92265.62950000001,234211.63
merch40113@ybl,15.380952380952381,32,296425.3566666667,448104.68
merch40115@oksbi,20.103448275862068,40,154680.93586206896,256686.27
merch40116@paytm,20.333333333333332,38,88664.3062962963,188427.22000000003
merch40137@axl,21.433333333333334,39,296543.3333333333,483301.58
merch40137@paytm,18.625,37,141123.35124999998,383547.3399999999
merch40142@oksbi,20.214285714285715,39,84830.37964285714,157952.42
merch40181@paytm,17.545454545454547,33,350674.41545454547,551707.09
merch40191@oksbi,15.88888888888889,33,183358.27296296298,325175.65
merch40222@axl,17.05,32,318821.82,474492.79
merch40235@okhdfcbank,21.142857142857142,37,239099.66,418907.86
merch40238@paytm,20.129032258064516,43,344105.5312903226,768339.8800000001
merch40242@okicici,19.82608695652174,38,265650.1795652174,545928.43
merch40244@oksbi,20.032258064516128,39,160327.37,373799.58
merch40244@paytm,16.666666666666668,29,186305.624,419774.6200000001
merch40265@paytm,21.677419354838708,43,204333.89161290321,485551.21
merch40278@paytm,13.391304347826088,28,45858.80826086956,115971.47
merch40300@ybl,15.043478260869565,28,537073.9604347827,728884.65
merch40305@okicici,10.8,22,145994.80666666667,288261.16
merch40309@paytm,18.142857142857142,33,230988.50666666665,409306.33
merch40313@okicici,14.318181818181818,31,52447.31090909091,235665.68
merch40316@okhdfcbank,16.142857142857142,31,473910.9257142857,874054.34
merch4034@oksbi,18.428571428571427,40,252451.81785714286,407545.8
merch40369@oksbi,12.6875,23,230017.26187499997,385874.1799999999
merch40386@paytm,19.84,36,112996.39480000001,185627.73
merch40412@oksbi,20.869565217391305,36,494954.8321739131,744884.2799999999
merch40419@paytm,15.1,29,277466.459,481376.49
merch40420@okicici,14.08695652173913,30,154558.53173913044,247047.44
merch40423@okhdfcbank,17.233333333333334,36,510792.36933333334,942407.94
merch40427@oksbi,16.666666666666668,31,261701.34611111108,513993.1699999999
merch4042@okicici,17.48148148148148,35,160101.16185185185,262480.73
merch40433@ybl,19.482758620689655,38,669253.3213793103,1251088.56
merch4044@axl,15.1,30,134765.007,389925.03
merch40469@axl,19.5,38,301123.72821428574,472275.69
merch4048@okicici,15.818181818181818,32,91035.55545454545,231936.75000000003
merch40491@okicici,16.653846153846153,36,324230.7353846154,691778.5000000001
merch40492@axl,12.666666666666666,23,69133.4561904762,158785.86
merch4051@oksbi,16.185185185185187,35,204763.0488888889,355610.81
merch4052@paytm,18.466666666666665,36,71597.632,154968.9
merch40536@oksbi,13.19047619047619,25,324084.98,533592.52
merch4055@okhdfcbank,17.608695652173914,35,184652.94695652174,236373.18
merch40560@okicici,20.074074074074073,38,300614.5248148148,510139.8699999999
merch40585@okhdfcbank,13.695652173913043,29,70167.17565217392,133346.31999999998
merch40593@axl,26.825,52,434152.79124999995,871439.78
merch40599@okicici,17.35483870967742,35,159964.68741935486,283916.27
merch40605@ybl,14.25,29,68474.94875,296276.63
merch40612@okicici,24.448275862068964,47,168727.33620689655,403524.4300000001
merch40618@oksbi,18.379310344827587,37,256237.73172413794,469982.65
merch4061@paytm,15.0,33,255365.3630769231,550037.28
merch40632@axl,16.333333333333332,32,359071.69074074074,600341.74
merch4065@paytm,11.941176470588236,24,144013.99764705886,272927.66000000003
merch40673@ybl,18.25,39,172640.45357142857,335382.1800000001
merch40695@okicici,17.448275862068964,35,245680.62689655172,460785.2
merch40726@axl,18.846153846153847,38,124906.97769230769,279073.22000000003
merch40727@paytm,20.0,38,191440.48266666668,314620.4
merch40729@oksbi,15.904761904761905,34,61498.746666666666,330911.27
merch40776@okicici,16.4,31,84584.17559999999,203796.58
merch4078@paytm,14.666666666666666,29,395854.4928571429,670962.68
merch40823@okhdfcbank,16.869565217391305,33,447838.2008695652,599435.14
merch40857@axl,19.03846153846154,35,69234.03576923077,183530.12
merch40865@paytm,13.869565217391305,29,25000.502173913046,49630.20999999999
merch4086@okicici,18.035714285714285,36,131208.7542857143,502845.69
merch40879@okicici,13.7,28,308615.527,675288.74
merch40909@oksbi,13.277777777777779,25,205317.60055555555,304985.56000000006
merch4090@axl,15.521739130434783,33,177466.6891304348,474856.2400000001
merch40913@oksbi,19.28125,38,254956.25781249997,440854.1
merch40916@okhdfcbank,16.74074074074074,33,108577.94481481481,179031.91999999998
merch40925@okhdfcbank,19.25925925925926,37,58038.602962962956,117233.39999999997
merch40950@okicici,13.421052631578947,24,214792.61052631578,298659.11
merch40952@axl,14.647058823529411,26,52717.22352941176,132428.83
merch40963@ybl,18.892857142857142,33,102511.20142857144,208207.78
merch40978@oksbi,18.357142857142858,35,62631.97178571428,130933.85
merch40979@oksbi,19.37037037037037,39,164239.54074074075,206105.98
merch41000@axl,17.75862068965517,37,179144.91413793102,286910.82
merch41002@ybl,17.384615384615383,33,134691.13076923077,207017.72
merch41028@paytm,19.48,36,113549.9444,227930.4
merch41058@okicici,14.5,29,140101.105,272131.86
merch41068@oksbi,15.772727272727273,29,124212.37045454545,181434.67
merch41075@ybl,18.633333333333333,38,297453.38066666666,455564.23999999993
merch41078@okicici,11.904761904761905,25,231117.34142857144,444134.18
merch4107@ybl,16.75,30,139126.69541666665,285439.30999999994
merch41108@okicici,22.233333333333334,42,187386.86700000003,414842.15
merch41118@okicici,19.571428571428573,38,292640.2410714286,464881.25
merch41122@ybl,21.93103448275862,39,116696.03517241379,213540.91999999995
merch41129@ybl,19.8,41,213450.2182857143,445734.44000000006
merch41144@oksbi,14.958333333333334,30,222099.73500000002,329689.57000000007
merch41151@okicici,24.243243243243242,48,319933.80621621624,570269.45
merch41154@okicici,14.681818181818182,31,153212.0736363636,314360.49999999994
merch41160@okhdfcbank,8.5,17,133170.81285714285,197201.75
merch41168@oksbi,15.130434782608695,29,26456.992608695655,53199.460000000014
merch41178@okicici,17.083333333333332,31,34006.80291666667,58758.7
merch41204@ybl,14.318181818181818,28,240775.5509090909,370977.70000000007
merch41205@oksbi,23.47222222222222,47,280319.4405555556,642693.0900000002
merch41225@axl,19.46153846153846,35,404626.1196153846,617201.3299999998
merch41244@axl,14.481481481481481,29,151159.74259259258,339360.32
merch41262@okhdfcbank,21.185185185185187,40,270229.4459259259,494980.1499999999
merch41264@axl,14.884615384615385,30,193540.34884615385,293753.26
merch41274@axl,20.59259259259259,41,312102.8062962963,407679.46
merch41285@ybl,22.529411764705884,44,231626.99794117647,561519.91
merch41301@ybl,17.033333333333335,39,64862.008,279332.03
merch41309@axl,22.897435897435898,46,208311.84,360187.13000000006
merch41309@okhdfcbank,17.0,33,182568.84782608695,405538.79
merch41315@oksbi,14.05,30,64843.481999999996,129630.04
merch41324@okicici,16.12,33,169941.86440000002,284570.52
merch41332@ybl,20.033333333333335,41,386932.415,642424.1900000001
merch4134@ybl,12.941176470588236,25,169050.43529411763,294628.84
merch41352@okicici,17.85,32,289049.614,684637.6900000001
merch41364@ybl,18.291666666666668,34,224184.17166666666,465034.13
merch41376@okhdfcbank,12.944444444444445,28,57201.060000000005,168197.45
merch41379@okhdfcbank,14.884615384615385,32,267816.15230769233,543230.24
merch41382@okicici,18.076923076923077,34,147702.3773076923,426416.96
merch41385@oksbi,17.44,34,447515.38200000004,779101.1399999999
merch41403@axl,22.322580645161292,48,209929.93193548385,654197.6499999999
merch41409@oksbi,22.75,47,173617.715,442799.1
merch41416@oksbi,20.2,39,179703.6896,421365.87
merch41426@ybl,12.222222222222221,24,29175.618333333332,55241.38
merch41428@okicici,17.14814814814815,37,148761.26,407918.63
merch41429@paytm,18.608695652173914,37,537045.1656521739,982498.04
merch41430@paytm,21.40909090909091,40,136855.51636363636,287604.18
merch4143@paytm,14.833333333333334,27,90107.76458333334,235742.22
merch41443@oksbi,20.533333333333335,39,135521.28166666668,181333.04
merch41449@ybl,21.642857142857142,40,164730.86250000002,359348.51
merch41455@ybl,21.636363636363637,35,536045.1918181819,692585.0700000001
merch4145@okicici,11.6875,23,122634.8975,204170.22000000003
merch41462@okhdfcbank,18.88,38,356820.842,627428.7100000001
merch41478@okhdfcbank,12.16,25,47880.8236,72411.42
merch41491@okhdfcbank,18.5,38,182031.83285714287,466093.89
merch41503@okicici,21.033333333333335,39,237734.0,337287.9799999999
merch41533@oksbi,18.51851851851852,37,355233.41481481487,739949.8200000001
merch41533@paytm,13.80952380952381,27,159563.86809523808,289296.36000000004
merch41540@okicici,16.04,35,110244.33119999999,164669.61000000002
merch41565@okhdfcbank,14.952380952380953,32,219090.78761904762,479092.81000000006
merch4159@okhdfcbank,11.705882352941176,21,97369.99470588235,205350.17
merch41626@okicici,16.576923076923077,33,214657.30307692307,383479.9699999999
merch41641@okhdfcbank,11.526315789473685,26,245014.1905263158,389172.26
merch41645@okhdfcbank,14.0,30,34154.49,121520.67
merch41658@okicici,13.571428571428571,25,287429.8861904762,569244.8799999999
merch41663@okhdfcbank,14.0,27,152690.37695652174,324734.35
merch41667@axl,21.107142857142858,37,262254.1753571428,364320.67
merch41670@okicici,16.043478260869566,31,444965.5247826087,753557.4399999998
merch41693@ybl,14.695652173913043,30,74299.81782608696,180173.1
merch41711@axl,12.15,28,233083.65899999999,526906.44
merch41725@ybl,19.074074074074073,42,173438.60259259256,376261.62
merch41728@oksbi,19.185185185185187,37,193360.12740740742,451938.78
merch41733@okicici,17.041666666666668,31,217631.68333333335,285372.94999999995
merch41751@axl,16.703703703703702,33,180682.00925925927,438913.16
merch41768@okicici,15.961538461538462,33,267268.9407692308,377551.8
merch41799@okicici,18.0,40,159490.1916129032,447479.14
merch41800@oksbi,15.80952380952381,32,106788.06952380952,182419.67
merch41821@axl,14.962962962962964,31,203854.64037037038,448128.82
merch41832@okicici,18.08,36,167213.2556,369621.45
merch41854@okhdfcbank,21.153846153846153,39,124625.74923076923,173394.74999999997
merch41857@paytm,32.78260869565217,65,433067.399347826,906433.16
merch41868@paytm,20.56,39,175688.462,311050.31
merch41878@axl,16.64,30,180935.6604,311402.7099999999
merch41880@ybl,15.473684210526315,28,147893.85894736843,336612.30999999994
merch41883@oksbi,18.733333333333334,38,144892.732,309107.07
merch41888@oksbi,13.055555555555555,28,183958.21055555556,447894.83
merch41888@paytm,17.35,33,328919.049,519981.15
merch4194@ybl,24.70967741935484,45,173668.54516129033,268697.6
merch41950@axl,15.68,32,40497.177200000006,90970.2
merch41950@ybl,16.066666666666666,35,139436.3723333333,369782.67
merch41955@ybl,29.71875,56,184226.5321875,383189.48
merch41972@okhdfcbank,14.727272727272727,28,172619.46227272728,337436.89
merch4199@ybl,16.714285714285715,29,309623.9033333333,462135.56000000006
merch42003@oksbi,17.833333333333332,36,204431.79333333333,435887.92
merch42025@okicici,19.1,40,256194.4786666667,377327.53
merch42041@axl,14.0,26,201762.337,310841.39
merch42043@okicici,14.85,30,146444.416,266657.43
merch42048@axl,19.838709677419356,41,133847.46,277433.35
merch42057@axl,13.523809523809524,27,213571.24380952382,309506.34
merch4205@okhdfcbank,16.633333333333333,36,224979.4393333333,520600.13
merch4206@axl,15.157894736842104,28,182429.46210526317,272906.94999999995
merch42091@axl,17.884615384615383,36,158967.87423076923,536275.38
merch42095@ybl,22.8,47,198032.14428571428,365999.17
merch42098@okhdfcbank,18.88,34,172034.7724,364594.81000000006
merch42098@oksbi,21.05263157894737,45,207266.42289473684,412494.57
merch42120@ybl,17.2,30,221081.064,354529.24
merch42150@okicici,18.68421052631579,32,177888.4963157895,261169.71
merch42150@paytm,17.16,33,100812.03080000001,203473.65
merch42163@axl,17.375,32,166971.70583333334,218871.21
merch42191@ybl,21.133333333333333,43,329948.782,672195.24
merch42196@okicici,19.862068965517242,40,223539.75862068968,538916.0700000001
merch42201@axl,17.26086956521739,37,165472.5204347826,550948.3999999999
merch42205@axl,16.041666666666668,31,62677.00916666666,131701.74
merch42205@ybl,21.56756756756757,46,236442.64135135137,459317.64
merch42209@okhdfcbank,20.20689655172414,40,261002.04275862066,464907.45
merch42224@ybl,18.214285714285715,37,564573.0857142857,968333.35
merch42230@oksbi,16.05263157894737,30,262209.0794736842,504407.97
