sender_upi,amount_mean,amount_std,txn_count
user25285@paytm,12727.066499999999,26374.33030044919,20
user25299@okicici,9721.752499999999,27570.187868860932,16
user25300@paytm,22961.41,29196.959436893998,13
user25306@ybl,7931.645999999999,15238.338178866996,10
user25309@okicici,27967.847,61146.65844486136,10
user25312@paytm,11152.153333333334,17991.79120502199,6
user25322@oksbi,10706.488125,16829.41092261252,16
user25335@oksbi,9808.977272727272,29036.2873518627,11
user25351@axl,486.6541666666667,562.23952531507,12
user25354@axl,8764.128333333334,13722.250847972053,12
user25354@ybl,14707.934000000001,22596.104597980662,15
user25363@axl,18793.13181818182,54092.59402760952,11
user25366@okicici,1979.3716666666667,4354.449095878486,12
user2537@axl,15760.284999999998,42646.1071732314,24
user2538@paytm,12028.516666666665,20006.99134626981,12
user25395@okicici,7552.627777777777,10286.830555314133,9
user25398@oksbi,1148.8172727272727,1262.4397676569833,11
user25399@ybl,12550.010833333332,23614.50141902196,12
user2539@oksbi,12913.313529411764,28136.829101835316,17
user25406@ybl,7826.655000000001,21084.643669688583,10
user25417@okhdfcbank,6737.472352941177,12005.78732389172,17
user2541@oksbi,16624.052307692305,32525.308024009588,13
user2542@okicici,11852.848181818183,26927.605003603203,11
user25435@okicici,10778.143571428573,30048.47412151716,14
user25442@axl,22146.852666666666,44658.72227780505,15
user25466@paytm,3887.660357142857,8243.081200569892,28
user25472@okhdfcbank,8274.178,17959.50314495281,5
user25474@paytm,38442.28769230769,80431.94792910361,13
user25485@paytm,10645.44619047619,16747.305194414555,21
user25495@okicici,10330.757333333333,36444.866317471824,15
user25502@paytm,15585.231666666667,30241.676923887335,24
user25503@okhdfcbank,6781.18875,19491.167919229083,16
user25504@ybl,17130.53,35110.985867479445,18
user25509@oksbi,14133.856666666667,23641.23513373664,15
user25519@okhdfcbank,16765.607692307694,50132.68004106406,13
user25519@okicici,12912.952105263157,40680.578765932245,19
user25524@okhdfcbank,664.9075,797.8309276933873,12
user2552@okicici,3487.432105263158,7717.46788404762,19
user25530@oksbi,34380.621250000004,65686.66084024224,8
user25532@axl,6464.9025,11204.758224379795,16
user25538@axl,6137.669285714285,13113.75346151892,14
user25544@axl,21573.807333333334,49959.86615392435,15
user25561@oksbi,13179.55923076923,33567.16356781591,13
user25570@paytm,3592.4440000000004,7671.979733085104,15
user25574@ybl,1727.176153846154,2997.46235807207,13
user25578@oksbi,13755.504444444443,44798.36144697945,18
user25578@paytm,24305.029230769233,53083.524540646555,13
user25594@paytm,18638.00111111111,41023.348215032216,18
user25596@oksbi,27536.67692307692,48509.56998291752,13
user25596@ybl,569.64,854.0015821706655,9
user2559@okicici,5013.7555555555555,11461.13120408072,9
user25600@axl,3228.006315789474,7411.374144977893,19
user2560@okicici,2011.7773684210524,3115.0664546555777,19
user25611@oksbi,8664.097692307692,13965.319865348087,13
user25618@okhdfcbank,5097.102727272727,7994.201103112295,11
user25624@ybl,3430.286666666667,7493.002285331844,18
user25648@paytm,18851.66083333333,28535.852323957297,12
user25660@paytm,14822.306875,41363.15191907401,16
user25686@axl,6065.833846153846,13069.711206254418,13
user25700@oksbi,9086.864444444444,16546.81703827701,18
user25704@ybl,3894.6236363636363,10276.810843147083,11
user25714@oksbi,17975.131764705882,50110.3463709118,17
user25722@axl,9843.599,17314.88743491787,10
user25729@okicici,846.8025,1172.2220395928164,8
user25741@axl,5570.930714285714,10659.971287165448,14
user25756@okicici,26261.777142857143,34771.44861180253,7
user25762@paytm,4797.881818181818,13581.22570543971,11
user2577@okhdfcbank,17227.034166666668,39434.57228120327,12
user25783@okicici,22201.318333333333,46029.248081530604,12
user25815@axl,16300.969500000001,35277.65208876406,20
user25816@okicici,6099.884705882353,11997.688233689605,17
user25818@axl,28213.349411764706,51725.33325731448,17
user25820@okhdfcbank,10770.305,14837.354308188445,12
user25826@axl,23726.365833333333,54215.855170556795,12
user2582@axl,18717.317333333332,36389.11684095426,15
user25842@axl,3455.3593333333333,7310.705794237132,15
user25843@paytm,1004.0814285714285,1250.2468718423765,14
user25845@paytm,5597.143571428571,11614.465333502545,14
user25846@ybl,21962.061538461538,38200.470035176666,13
user25853@okicici,21785.726000000002,50707.47413163409,15
user25855@ybl,38047.009999999995,101875.55773413273,19
user25858@oksbi,17939.551111111112,39077.90457590534,18
user25860@okicici,2183.3025,4978.633584457352,16
user2587@axl,15454.536,36604.49662316948,15
user2587@paytm,1380.4663636363637,1968.7486252910642,11
user2589@ybl,2082.6709090909094,5147.82809447529,11
user25904@paytm,11621.484444444444,24874.590136627663,18
user25917@ybl,5655.677368421052,11663.851485148389,19
user25918@okhdfcbank,5279.040666666667,10413.224501267927,15
user25918@oksbi,11869.09888888889,34598.79904010666,9
user25918@paytm,2014.2681818181818,3345.7277700638415,11
user2591@ybl,18488.803,42809.444196010016,20
user25945@paytm,11182.363749999999,15557.069352783397,8
user25951@okicici,7891.748181818181,13755.063622769485,11
user25968@axl,6860.835882352941,12679.51705573208,17
user25972@oksbi,3225.278,10442.833093819138,20
user25976@paytm,2498.986,1682.4223468439786,10
user25976@ybl,6488.922727272727,10693.877629678667,11
user2597@okicici,3668.620714285714,9268.555825754636,14
user25995@okicici,18631.765833333335,41703.937287534034,12
user26003@paytm,12916.370769230769,39966.71805451411,13
user26006@oksbi,8608.545384615385,15549.721781561782,13
user26008@paytm,4849.462,11938.4471173337,10
user26009@ybl,1372.5800000000002,1654.2859330438214,13
user26017@ybl,6705.7764705882355,12379.922894145959,17
user26020@paytm,2505.8025,5246.189574681799,16
user26022@okhdfcbank,1533.1181818181817,1641.3559753375755,11
user26025@okicici,5537.138749999999,13186.474432250037,8
user26032@okicici,22875.850909090906,46745.20445284723,11
user26032@ybl,7780.427857142858,16384.44426338178,14
user26037@axl,5493.812727272728,11976.009038129596,11
user26051@axl,4386.182727272728,12013.778201962188,11
user26053@axl,4050.029411764706,11285.994338195502,17
user2605@axl,4474.8575,7869.813522161331,16
user2605@okicici,18002.901666666665,54442.732941381764,12
user26068@okhdfcbank,18615.46,49787.62243381414,13
user26081@ybl,4023.95875,7140.077243822741,8
user26092@ybl,17281.0775,36035.07566240151,12
user26095@axl,10698.62125,21981.13747945296,16
user2609@okhdfcbank,18918.615,42391.51670745678,16
user26102@oksbi,20828.165,41413.038994455084,8
user26103@okhdfcbank,14651.4225,21963.06561525637,12
user26104@paytm,29250.325,49140.99947114273,10
user26105@okhdfcbank,12381.328125,25436.115146302047,16
user26105@okicici,5029.8523076923075,13495.089788907884,13
user26117@ybl,23224.39181818182,49235.112318592066,11
user26121@oksbi,6556.1613333333335,12251.234653043788,15
user26122@okhdfcbank,14696.910714285714,50566.9173699323,14
user26135@oksbi,29817.734166666665,66864.96175993691,12
user26143@okhdfcbank,7919.270666666666,13903.255028123793,15
user26146@okhdfcbank,25502.124499999998,46454.9639905805,20
user2614@paytm,7081.1025,15966.201944430859,12
user26150@paytm,531.2372222222223,844.1886227671378,18
user26150@ybl,3717.950909090909,7940.5198246228865,11
user26163@paytm,10612.639411764705,26921.232731378004,17
user26169@axl,7888.7925000000005,14025.924265879237,16
user26183@axl,1161.719,1664.6582141452075,10
user26184@axl,21647.3975,44952.88179209291,8
user26186@oksbi,16111.284285714286,36993.838861994045,14
user26192@okhdfcbank,5662.789545454545,11095.108193700447,22
user26198@ybl,28267.085555555557,47175.9156501668,9
user2620@axl,27106.495,41483.82773614063,12
user2620@paytm,14882.164666666667,34408.081552935844,15
user26216@okicici,6112.3953846153845,16543.91734750752,13
user26218@oksbi,7062.94125,14434.089365346625,8
user26227@paytm,8543.815555555555,20000.36390720494,18
user2622@okhdfcbank,7783.162105263157,14779.283847237575,19
user26230@paytm,689.5994736842105,1375.2494527841272,19
user26235@oksbi,1199.9255555555555,1962.9663884801437,9
user26242@ybl,3572.8114285714287,6276.938628813421,14
user26251@paytm,9211.20888888889,14046.833807964107,18
user26256@oksbi,7569.83875,15236.5975395265,16
user2626@okhdfcbank,36912.4525,120217.6279137662,16
user26279@oksbi,16020.48448275862,39326.907712721375,29
user26287@okhdfcbank,13769.16076923077,26309.444179379916,13
user26289@okicici,4704.519285714286,8191.591321453654,14
user26298@paytm,23373.603333333333,53267.57498272328,18
user26307@paytm,9952.766875000001,20228.59526902802,16
user2630@axl,4769.1466666666665,12175.422438319081,15
user26318@ybl,17399.693125,42831.48143257118,16
user26322@oksbi,15882.100000000002,45808.21032521438,14
user26338@oksbi,11657.6435,27918.08312082224,20
user26342@axl,6987.130999999999,13353.361853702412,20
user26345@ybl,2621.465333333333,4841.089700065865,15
user26351@oksbi,8199.154545454545,14464.45144024229,11
user26362@okhdfcbank,13991.976799999999,37155.85085491973,25
user26363@okhdfcbank,4382.638888888889,12603.215527934266,18
user26368@axl,1589.3653846153845,2950.294722895255,13
user26372@oksbi,916.8425000000001,1217.0642460977751,12
user26372@paytm,4662.0599999999995,10736.760971678563,11
user26378@axl,22250.803076923075,51996.10155247288,13
user26380@ybl,6975.087142857143,13294.059132159764,14
user26395@ybl,13838.141578947369,23351.614018825163,19
user26398@ybl,20234.48956521739,46333.553212885934,23
user26411@paytm,19193.271818181816,36037.69658522387,11
user26416@paytm,23207.797333333332,49602.51753270629,15
user26425@axl,9974.457083333333,19244.746832513178,24
user26426@okhdfcbank,27029.643125,50585.22638471734,16
user26431@oksbi,20287.822,48876.044558696536,15
user26457@axl,19240.225384615384,53435.96779724785,13
user2645@axl,16317.28,29944.149810831164,17
user2645@ybl,27149.843333333334,64789.9338113086,9
user26464@axl,22357.561875,45903.114854155625,16
user26464@okicici,2777.3,4682.648195614196,10
user26470@paytm,2849.2039999999997,6701.04967947858,15
user26474@axl,36057.4775,101505.82376154493,12
user26475@okicici,8626.155,22541.33236891226,8
user26479@okicici,18207.95,34420.14221498179,15
user26491@paytm,4015.816666666666,11488.51600589146,12
user26494@oksbi,19669.998461538464,35926.386082500896,13
user26496@ybl,13102.629166666668,22426.855176924288,12
user26498@paytm,4161.56,9441.789830794038,8
user26500@okhdfcbank,2811.860555555556,6627.863197589289,18
user26510@okicici,9236.517,15654.775097593174,10
user26517@axl,3978.096842105263,6930.655972432313,19
user26518@ybl,2883.216923076923,6843.442117174885,13
user2651@okhdfcbank,5365.047142857143,10577.358074334958,14
user26522@okhdfcbank,11217.902,23956.38683953977,15
user26523@oksbi,8315.48,15813.6662672432,12
user26525@oksbi,2737.5925,4051.517196200871,12
user2652@okicici,43523.48375,73042.00670285913,16
user26537@okhdfcbank,11717.073636363637,35473.99886292163,11
user26538@okicici,8693.268461538462,15207.22918506132,13
user26553@ybl,22400.462499999998,48171.97165725943,16
user26556@ybl,27749.573333333334,59104.424937708136,9
user26557@oksbi,12002.673333333334,25298.875072977087,24
user26557@paytm,34080.30285714286,68530.7972525435,7
user26559@okhdfcbank,11659.501304347827,34856.55814621421,23
user26563@paytm,4233.324545454546,12180.356932814706,11
user26566@okhdfcbank,7568.846666666667,15056.632344137086,12
user26568@okicici,18611.06,37871.080385493435,20
user26570@oksbi,9883.822857142859,30772.231916655597,14
user2657@ybl,7571.682307692307,12918.644305091351,13
user26592@okicici,19887.41,30366.356088997985,9
user26594@oksbi,13059.928461538462,31862.23264210515,13
user26595@ybl,21288.745,38177.72904798615,12
user26596@okhdfcbank,33453.097,65938.20145943052,10
user26599@axl,4172.924615384615,10787.416384613462,13
user26611@okhdfcbank,35211.055384615385,59493.20403640369,13
user26613@axl,3759.4099999999994,10257.7086621711,11
user26616@axl,7017.34375,14498.761731329967,16
user26625@paytm,4729.205384615385,10034.099820670359,13
user26651@oksbi,10638.991111111112,15166.198455109346,9
user26651@ybl,14587.7375,19573.260265032677,8
user26658@paytm,11056.991052631578,32280.018020059662,19
user26675@ybl,3817.331538461539,6659.211991924978,13
user26683@paytm,6056.076,8389.668744001227,10
user2669@ybl,7380.9,10386.256043715764,10
user26705@oksbi,4095.023846153846,12536.939315503832,13
user26711@oksbi,1379.0246666666667,1834.2741176547454,15
user26714@paytm,4254.275384615385,7353.302293748272,13
user26738@paytm,24064.781666666666,48410.27428288486,12
user26739@okhdfcbank,4853.433636363636,10724.75519233728,11
user2674@axl,23076.15428571429,58204.57374520028,14
user26757@paytm,23404.701250000002,61471.75183598525,8
user26761@paytm,7670.055,13914.027037798462,16
user26762@okhdfcbank,2912.047777777778,4678.988757316525,9
user26765@okicici,22233.545555555556,60716.6744307828,18
user26772@paytm,12574.06923076923,28643.81596416449,13
user26791@axl,7378.736153846154,14797.302916020166,13
user26792@ybl,17883.669166666667,56507.93670899762,12
user26805@okicici,5570.343333333334,13058.07198855978,15
user26816@oksbi,36917.902727272725,77851.16056332598,11
user26825@okicici,20972.089,55487.80824389213,10
user26832@okhdfcbank,9507.169473684211,21881.2166061085,19
user26838@paytm,7305.987857142857,19244.698842350237,14
user26849@ybl,14277.100000000002,29738.971860466194,8
user26851@okicici,24951.826153846152,48132.228577383146,13
user26854@oksbi,31164.37176470588,63076.5028312629,17
user26879@paytm,29219.15666666667,51027.89297813776,15
user26901@okicici,15913.464285714286,47669.75474106999,14
user26905@ybl,22400.19307692308,41388.16880768169,13
user26917@paytm,6341.893,14407.180885641754,10
user26921@oksbi,20883.53785714286,49627.16764865718,14
user26923@okhdfcbank,6846.759,15628.438462152024,20
user26931@axl,3442.1216666666664,9222.0988827153,12
user26933@oksbi,14050.822857142857,27917.353814080045,14
user26934@paytm,19483.914285714283,37586.59316215981,14
user26938@okicici,12322.98,38004.357663952986,17
user26939@okhdfcbank,3852.702222222222,9104.241643747406,9
user26939@okicici,21455.99733333333,42076.90552371666,15
user26945@okicici,9368.750833333334,24024.113517982667,12
user26954@okicici,10890.52,31288.765267376722,21
user26957@oksbi,28456.981875,89454.69900442878,16
user26958@paytm,17672.63263157895,41470.05436781834,19
user2695@oksbi,5448.8,8405.484592737053,11
user26963@okhdfcbank,16672.8825,55505.764969670105,12
user26963@oksbi,27641.937692307692,57040.37606098554,13
user26968@paytm,4547.344999999999,12526.64546480488,10
user26976@axl,14150.785833333333,26635.846840655602,12
user26988@okicici,812.115,1106.6282006553577,8
user26989@okhdfcbank,6351.824615384616,14655.12269377311,13
user26991@ybl,6435.966666666667,10041.514596136594,12
user26993@okicici,24932.15882352941,50206.650605552226,17
user2700@okhdfcbank,21328.989,57095.82773209098,10
user27014@okhdfcbank,3640.033076923077,6490.767327234103,13
user27015@axl,3676.197142857143,9363.599738394852,14
user27016@axl,9679.983846153847,16627.82947032952,13
user27017@oksbi,10684.152142857143,18184.254228711667,14
user2701@axl,38456.30625,95862.30073046517,16
user27026@okicici,5723.571111111111,10880.446496833718,9
user27028@okhdfcbank,5376.227692307692,8475.603061908687,13
user27029@ybl,12531.227692307692,25667.169751689653,13
user27035@paytm,23370.594666666664,54065.00982638505,15
user27049@okicici,20177.89285714286,31141.398679949252,14
user27069@oksbi,3559.2064285714287,10346.2349149553,14
user27069@paytm,6990.638571428572,11891.30804334627,14
user27081@ybl,10032.196153846155,17032.347022540445,13
user27086@axl,2080.5907142857145,3555.101931390487,14
user2708@axl,6516.91625,11536.814643214058,16
user27092@axl,3457.952222222222,4074.929670466037,9
user27105@paytm,4849.6025,13710.215130688057,12
user27119@okicici,27606.503333333334,43078.450259764744,9
user27123@okhdfcbank,3919.6674999999996,5784.290503769053,8
user27128@okhdfcbank,14552.089090909089,26564.55439300138,11
user27140@axl,10918.369444444446,24539.729907337292,18
user27143@paytm,15435.353333333334,42391.439512634875,15
user27145@oksbi,17979.336470588238,42419.90315251098,17
user27148@axl,18291.832105263158,42429.63463572621,19
user27149@oksbi,23789.27333333333,45737.63361273342,12
user27149@paytm,4587.828571428571,9885.845543610363,14
user27155@axl,1795.9785714285715,1336.841454651495,14
user27160@oksbi,6191.602105263158,13475.112917158134,19
user27170@okicici,575.385,1195.6035812671728,10
user27172@okhdfcbank,8461.054705882352,13668.890543704578,17
user27177@axl,3531.0238461538465,7372.631475619292,13
user27183@paytm,16890.406666666666,25275.248547669118,9
user27183@ybl,25800.08714285714,53420.84330116525,14
user27189@axl,6592.13,13303.689071139253,13
user27201@ybl,5453.193529411765,9218.690207367408,17
user27205@okhdfcbank,7810.740588235294,14916.70196746774,17
user27206@okicici,18886.471666666668,54686.65007034064,12
user2725@ybl,44074.76583333334,68250.33295409541,12
user27270@axl,13670.095789473684,41887.98812883717,19
user27287@paytm,37190.68111111111,67246.16671229493,9
user27289@oksbi,545.3154545454545,602.2623494850668,11
user27292@paytm,12056.494,14612.94042376003,10
user27299@ybl,1560.7869230769231,1660.0660434672702,13
user27309@paytm,3944.04,9505.152868118597,32
user27312@paytm,35004.96894736842,55816.84200424047,19
user27325@okicici,30138.036666666667,49800.03010673753,18
user27327@oksbi,1756.961,1769.4921986481509,10
user27331@okhdfcbank,16105.700833333334,38920.182159607226,12
user27336@oksbi,892.368,1309.9608543655036,5
user27347@okhdfcbank,10612.948750000001,15094.874951354881,8
user27370@paytm,13737.642307692307,17598.991928108248,13
user27372@ybl,12977.050714285713,26595.33887992274,14
user2737@oksbi,1064.375,1612.8892071505895,8
user27382@oksbi,13304.468888888887,42153.5758485574,18
user27385@paytm,2117.7791666666667,4936.312293906451,12
user27390@paytm,15091.710833333333,40076.522693540224,12
user27393@okhdfcbank,4496.449375,9977.118397398765,16
user27398@ybl,18302.95736842105,40079.92352055936,19
user27399@oksbi,11286.56923076923,19409.758134298692,13
user27400@okicici,7947.545555555556,13581.92252211447,18
user2740@okicici,829.8121428571429,818.4472819654259,14
user27411@ybl,19398.04333333333,54503.791047512,9
user27417@okhdfcbank,12375.27,18916.174582345015,10
user27421@okhdfcbank,3454.9307692307693,6796.653153601241,13
user27423@paytm,4301.520833333333,6519.976282838149,12
user27425@ybl,3932.4752631578945,6766.003693588153,19
user27431@paytm,5598.859090909092,9480.219700737378,11
user27432@oksbi,14451.610625,43162.11957548632,16
user27442@oksbi,22215.936875,41306.20500911886,16
user27467@okicici,42355.458333333336,114040.081771993,18
user27469@ybl,13989.918461538462,30244.722849889546,13
user2746@axl,15131.46947368421,33281.79602602841,19
user27470@paytm,7612.389,14053.36908096849,10
user27475@okicici,11537.410000000002,27890.83928663805,12
user27478@axl,17299.627058823527,38838.87604274256,17
user27489@ybl,10054.762307692306,16192.701992172868,13
user27498@paytm,5698.253333333332,12110.118607898787,18
user27502@okicici,2603.995454545455,2615.791491263643,11
user27505@ybl,33273.387,53516.88581600973,10
user2750@axl,15403.254666666668,49410.32082451121,15
user2750@okhdfcbank,21605.63181818182,42516.97570551974,11
user27512@axl,7605.2844444444445,12395.012581395613,18
user27519@ybl,1467.08375,1835.774442527821,16
user27532@oksbi,942.9207692307692,1014.473025963575,13
user27536@paytm,23785.523125,34538.60111538638,16
user2753@oksbi,11312.43909090909,13266.07092600854,11
user27548@okhdfcbank,1168.9550000000002,1570.2762189247433,18
user2754@axl,2614.895555555556,4576.428656487531,18
user27553@okicici,20512.306363636366,52779.713608514074,11
user27564@paytm,11683.957333333332,30201.657993577694,15
user2756@paytm,19524.888333333332,39248.15737920223,18
user27572@paytm,1124.3883333333333,1408.6105223996985,12
user27589@oksbi,6783.409999999999,11128.518238115843,14
user27598@ybl,11490.787,32408.14014934487,10
user2759@okhdfcbank,9773.584210526316,21507.517392261892,19
user27613@oksbi,31863.826666666664,56424.43845832253,6
user27614@axl,26141.489999999998,61678.99332885225,15
user27616@oksbi,2737.4016666666666,5297.696272214304,12
user27619@okicici,10764.515454545455,18618.374129636755,11
user27627@axl,2091.551111111111,2507.11109966952,9
user27627@okhdfcbank,5531.438461538462,11546.204161701691,13
user27630@okicici,10319.81875,27940.253048350598,16
user27639@okhdfcbank,1348.8726666666666,1686.4592221975718,15
user27639@okicici,4860.726000000001,11524.666662084419,10
user27641@paytm,7712.088000000001,13901.121337744768,15
user27646@oksbi,18580.89125,35312.52401379618,16
user27649@okhdfcbank,5595.329166666666,17008.455297711334,12
user27651@okicici,26837.064615384614,39024.779487233405,13
user27654@okicici,6169.166666666667,14706.75401655699,12
user27655@axl,7942.691578947369,14615.504957322726,19
user27657@oksbi,12941.477272727276,41575.90797215452,11
user27660@okhdfcbank,3505.4923076923083,10238.972920129858,13
user27660@oksbi,5851.43125,14157.914246449316,8
user27672@okhdfcbank,26040.605714285713,48842.1438737293,14
user27673@ybl,9486.930624999999,17382.404589618574,16
user27681@okicici,7274.687499999999,24440.42150872839,16
user27685@oksbi,11305.714000000002,21736.03395799762,15
user27707@ybl,10287.852142857142,24190.11509876906,14
user27708@okicici,28146.994285714285,59688.745465356325,7
user27708@ybl,957.2077777777777,1574.8628660837248,9
user27715@okhdfcbank,10312.653333333334,14984.157332985751,18
user27723@ybl,7848.279166666667,18299.217404325573,12
user27734@ybl,1787.6800000000003,2025.7251281084511,5
user27736@oksbi,2990.7023809523807,6466.801917113207,21
user27737@okhdfcbank,5595.125714285715,9807.61735595169,14
user27739@ybl,28534.781666666666,51782.01528755763,12
user27745@paytm,4642.694375,10182.44518109605,16
user27745@ybl,11624.763157894737,30430.779627051776,19
user27751@paytm,2398.5929411764705,6242.227552291294,17
user27754@oksbi,23246.4175,54781.77449537908,16
user27756@oksbi,20606.295,62749.44286924613,10
user27762@okhdfcbank,13457.457499999999,35673.2511444928,12
user27783@okhdfcbank,8955.601176470589,27768.399980892824,17
user2778@okicici,14699.911818181818,29724.312272216433,11
user27790@ybl,7409.890714285714,15880.88279846048,14
user27797@oksbi,11763.223043478261,25696.026309808967,23
user2779@paytm,7773.919199999999,16373.330189301727,25
user27806@okicici,24139.92947368421,53820.66770074026,19
user2780@paytm,6803.260714285715,15168.78453090854,14
user27811@okhdfcbank,1517.0127272727273,2232.54535471912,22
user27819@axl,22195.505500000003,56207.44416934951,20
user27819@okhdfcbank,22058.692000000003,56838.67140889825,10
user27832@oksbi,13425.943333333335,38254.17732112292,12
user27844@okicici,8903.992727272727,15405.92886159552,11
user27849@paytm,9761.492142857143,20726.644166026483,14
user27853@okhdfcbank,8629.166666666666,15843.21555067973,9
user27854@oksbi,4375.764545454545,7904.173737360995,11
user27855@ybl,15199.038571428571,18246.532930726346,7
user27870@ybl,6023.287777777778,12277.513374507862,9
user27872@axl,1356.5775,1670.7898963300477,8
user27898@okicici,5947.072307692308,10634.649104820961,13
user2789@ybl,7857.575714285714,16939.6268114126,7
user27905@okicici,10404.723750000001,13489.864011706755,8
user27909@oksbi,16672.257692307692,35223.728619933216,13
user27916@okicici,3262.8433333333337,3228.8082347247982,6
user27917@paytm,17344.384285714288,51394.664588057225,14
user27918@oksbi,17457.658000000003,47606.603975159975,15
user27924@okhdfcbank,8054.083499999999,15133.524052593431,20
user27926@axl,17527.08588235294,49083.05952098138,17
user27928@oksbi,5335.568461538462,11327.756401582683,13
user27928@paytm,14437.533157894737,29099.47768376055,19
user27943@okicici,4936.676842105263,12039.040505487437,19
user27946@okicici,29456.9575,57927.663267647724,12
user27950@okhdfcbank,1360.23,1740.0880824895687,10
user27957@paytm,22545.558,48262.68988718506,10
user27958@axl,1609.65875,1470.6000982051755,8
user27962@axl,8856.075555555557,17111.863334291003,9
user27962@okicici,17760.468823529412,46584.37760384898,17
user27966@paytm,2242.033684210526,3260.6955671983214,19
user27984@okhdfcbank,3394.7307142857144,5939.285843781693,14
user27986@oksbi,16283.574666666666,31435.68011348112,15
user27987@axl,19510.965263157894,52023.20979267356,19
user27990@paytm,3178.4900000000002,5227.028328690532,13
user27997@okicici,7433.536666666667,15485.001182612967,9
user28002@okicici,7459.889999999999,22851.110935717265,15
user28007@okhdfcbank,13377.39818181818,35092.134631002664,11
user28025@oksbi,10171.60590909091,22845.10797776203,22
user28027@axl,9134.091764705881,13990.080663403643,17
user2802@axl,14966.061333333335,45123.07556929728,15
user28042@okhdfcbank,18631.350476190477,44093.057483192904,21
user28043@ybl,5549.084666666667,8815.684957988937,15
user28044@ybl,12759.52,17652.167168579046,11
user28045@axl,1163.8870000000002,1733.875702497795,10
user28048@oksbi,3649.411666666667,9083.618638916414,12
user28050@oksbi,20154.238,34155.75270044611,15
user28052@okhdfcbank,4576.281764705882,9524.12715778737,17
user28056@ybl,4293.522222222222,11217.353635529169,9
user28073@okhdfcbank,6024.758,11358.24225774178,10
user28076@ybl,7413.829333333333,18792.749837902327,15
user28082@ybl,27862.58642857143,49870.17886240165,14
user28083@ybl,8343.308571428572,14225.61047043375,7
user28094@okhdfcbank,19097.876,41999.55012368122,15
user28103@axl,1407.086875,2944.4172651957665,16
user28105@axl,26161.0635,57987.600107931365,20
user28114@axl,15879.256923076922,40502.649689161175,13
user28115@ybl,7875.0380000000005,13607.53080270341,20
user28127@axl,4946.1106666666665,9050.77336784895,15
user28128@okicici,1462.749375,3127.8741984005014,16
user28139@axl,1409.6694736842105,1664.2408789444237,19
user2813@ybl,3857.4844444444443,5726.568205594673,9
user2814@axl,938.448,831.3279610465282,10
user28151@oksbi,31237.580625,59013.75614373149,16
user28160@oksbi,17986.37833333333,45523.25719743557,12
user28167@paytm,15971.228181818182,37084.240478350046,11
user2816@axl,15502.468888888889,30432.263088147458,18
user28180@ybl,10977.616923076925,19183.853631337293,13
user28181@axl,12342.700588235295,33532.32847482253,17
user28192@oksbi,5261.258,12492.612104254258,15
user28195@oksbi,20263.32384615385,31570.982987776013,13
user28197@oksbi,4890.839166666667,10454.876472638396,36
user28200@ybl,6518.559411764705,12884.126647080833,17
user28206@oksbi,22480.557999999997,47599.95212175108,10
user28207@axl,23991.88111111111,43287.58920103135,18
user28208@okhdfcbank,3872.846428571429,11928.62265720024,14
user28209@paytm,35590.658749999995,71495.4062038607,8
user28213@axl,4215.12,5999.142105371097,12
user28213@paytm,6946.331,18907.502904810564,20
user28216@okhdfcbank,8614.02923076923,24190.994035568438,13
user28228@oksbi,5534.360000000001,12348.635209531456,6
user28230@okhdfcbank,1203.3833333333334,1469.0912622349233,9
user28236@axl,17671.801,37004.478103857,10
user28241@paytm,15989.805294117647,41749.711411579265,17
user28250@ybl,26597.335714285717,64696.50764600521,14
user28258@okicici,2144.0735714285715,3492.9732002795095,14
user28266@axl,29613.447894736844,57773.14120755659,19
user28268@okhdfcbank,13497.31095238095,35047.18816809544,21
user28278@okicici,10576.483333333334,22035.945513131064,15
user28281@okhdfcbank,7993.190999999999,15207.626924609936,10
user28285@ybl,13603.756315789473,43361.95632959024,19
user28289@paytm,16380.100833333336,49678.44788117359,12
user2828@okicici,36649.112,128255.61637633848,15
user28301@ybl,54926.581666666665,84982.13387973225,6
user28302@axl,6630.352857142857,18454.657451875435,21
user28304@okhdfcbank,2767.046,4932.975049780812,10
user28306@ybl,18804.82923076923,43583.6062987131,13
user28307@axl,7080.104285714287,13014.691026703225,14
user28315@okicici,6632.6577777777775,13314.448578739588,18
user2831@paytm,16725.272142857142,29341.17650254546,14
user28323@paytm,12011.304166666667,26360.67701343715,12
user28328@okhdfcbank,19288.210000000003,41913.22037624341,12
user2832@ybl,24267.249333333333,46473.126317166425,15
user28331@ybl,1695.488,2421.39978114844,15
user28345@okicici,18680.824666666667,28089.407520826848,15
user28350@okhdfcbank,1037.760909090909,1512.574752529306,11
user28350@paytm,8603.926666666666,15727.88077884987,12
user28355@axl,2384.18,6768.46073101903,16
user28360@paytm,12113.019411764706,27007.36562101149,17
user28364@paytm,807.0352631578947,1480.3498690901433,19
user28370@ybl,21255.689230769232,56418.92194586766,13
user28376@axl,10124.564210526316,16633.03364036369,19
user28386@okicici,14002.373157894735,28949.614370717358,19
user28386@paytm,15019.944782608694,30605.726633147486,23
user28387@okhdfcbank,2554.5864285714283,5899.325555008689,14
user28388@okicici,3923.4724999999994,12351.079235462583,12
user28399@oksbi,16740.845714285715,50168.466586059316,14
user28405@oksbi,28888.58222222222,50737.049026771296,9
user28412@oksbi,10454.047647058822,23872.18955839711,17
user28413@oksbi,10726.685,23693.51214644463,14
